,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(Baseline).33,0.06711860830704629,0.14943952454364687,-0.2272245274497423,-0.02908346853835636,0.06972078146940075,0.159824086564199,0.3771310319778227,0.004363208244501928
v_subj(Baseline).34,0.07962176689920517,0.15465287520898385,-0.2299730140066756,-0.014319519004199421,0.07985130682083064,0.17817349055123946,0.39889846420986075,0.003995115244724289
v_subj(Baseline).35,0.10326973423660807,0.15995570482140387,-0.2091658103043441,0.004036791002948348,0.09909846960077881,0.1986534907858921,0.44200883620903275,0.005154648590683307
v_subj(PostTest).18,0.08887624284527199,0.1584438269787722,-0.20967671381256092,-0.014147437962539616,0.0796819707381402,0.18589570469999028,0.4202761074648096,0.005490783735802069
v_subj(PostTest).19,0.10400455973996518,0.1530096281261105,-0.17872826624404836,-0.0002508762386938673,0.09530485770049979,0.19689499562798912,0.4220512157601706,0.005641886379830944
v_subj(PostTest).20,0.009098899169138704,0.15096026485993502,-0.31178707496485136,-0.09024355190512229,0.016912161241861123,0.10613620655339644,0.29498577712326074,0.005319135030415362
v_subj(PostTest).21,-0.007894688848006025,0.15305391182269462,-0.33222250258135744,-0.10698491126021552,-0.0030818255437687903,0.09023929625940297,0.29786457688779644,0.005325529382914673
v_subj(PostTest).22,0.028408078056104045,0.15027926100258862,-0.27052433408705934,-0.06797682972322633,0.026619239059259725,0.123508092392005,0.32815076586708547,0.005200951483699889
v_subj(PostTest).23,-0.053610992135774097,0.16301239718115945,-0.4036159133472226,-0.15588818538781682,-0.048770973482773414,0.056471956013192964,0.2475101928001533,0.006802668637958187
v_subj(PostTest).24,-0.0078033569276817275,0.1569958033163919,-0.3373154015904225,-0.10619196337457487,-0.005392161144932989,0.09745324317219485,0.28685944476079106,0.0054144358545672455
v_subj(PostTest).25,0.20484264163281196,0.1774322090492992,-0.10326848024260737,0.07901598396386866,0.1883022301435367,0.31673143044186314,0.5876611810649498,0.009300116961871434
v_subj(PostTest).26,-0.09835405187071536,0.16808239821781729,-0.44908231271077015,-0.20358231992338988,-0.08836732478092145,0.022608074032242853,0.1959954459365284,0.007775793505390478
v_subj(PostTest).27,0.07275842331079119,0.1546778821564866,-0.21374279220491144,-0.030132226838370912,0.06438704961263941,0.1666992954306954,0.395108563475592,0.005611886492017827
v_subj(PostTest).28,0.12079509535995374,0.16097218136908234,-0.17432654788639879,0.01659591136633337,0.11607588877951336,0.2181479930869562,0.4736548335329085,0.006553858556927372
v_subj(PostTest).29,0.002485976171200664,0.14969034492527786,-0.30897278080548984,-0.09031110257290603,0.008952956365584352,0.10109773653413912,0.2787894951106402,0.005089295512624802
v_subj(PostTest).30,0.10607870751584346,0.1673881543571841,-0.19568404907715475,-0.0026097301781002336,0.09695818227659961,0.20807378313497782,0.4890467679943922,0.006697158567065489
v_subj(PostTest).31,0.149673660982103,0.1668909175015023,-0.14009987902236287,0.035137034398781616,0.13487411334547006,0.24750655260147902,0.5122707213187665,0.0074513467592691104
v_subj(PostTest).32,-0.07257307358169222,0.15823849130851636,-0.4095654623505002,-0.17424152488117645,-0.059401600651853875,0.03990479387893664,0.20787543047318313,0.006794061005474979
v_subj(PostTest).33,-0.05890604357970378,0.16135237347896417,-0.41407652331298855,-0.15776263654465528,-0.04783743547021291,0.05320521993529548,0.23139575247529942,0.006817794679671134
v_subj(PostTest).34,-0.053989501967448596,0.16270789026144977,-0.4099857080960297,-0.14907051588032205,-0.04243460286894657,0.05793056071277136,0.23414262766180305,0.006591308363603092
v_subj(PostTest).35,0.19017109999842313,0.17499471490748864,-0.1167609895782325,0.0681919040840584,0.17245824849496239,0.30635595331894494,0.5598745035154687,0.009157427174119355
t(Baseline),0.18185081562546085,0.001249814452961541,0.17941212527826086,0.1810170777332688,0.18186216584483247,0.1826821113279155,0.1842727393512983,2.7106359441757304e-05
t(PostTest),0.18146197884340423,0.001237339167263602,0.17900081365169257,0.18061695432645322,0.18144493903738323,0.1822828434821828,0.18390286839658468,2.8152635062548522e-05
t_std,0.005166652627647792,0.0006758422404046856,0.00401853088923476,0.004679505346245485,0.005104264785136066,0.005585417409707166,0.006692340680793994,1.5685636997307678e-05
t_subj(Baseline).18,0.18656719284132003,0.0013454471820901533,0.1840779452037717,0.18569415803951247,0.1864434021078681,0.18730690020817795,0.18966574281880272,4.035326052113981e-05
t_subj(Baseline).19,0.17699772022125598,0.001021726843692998,0.17481097183264316,0.17634502649211786,0.17707057550581548,0.17769360526868538,0.1787464781085345,2.77643295934068e-05
t_subj(Baseline).20,0.18225938093179397,0.001130942149652028,0.1799032552459273,0.18153436156649516,0.1823109804343057,0.18303975571385284,0.18434644323437643,2.8880589327313486e-05
t_subj(Baseline).21,0.18558484071482476,0.001055527314600718,0.1833644006314923,0.18492093876976787,0.18565918488644148,0.1863269148458036,0.18747423905120367,2.756511052383419e-05
t_subj(Baseline).22,0.17961935415569602,0.0012462391842676579,0.177444716160901,0.17888180937058037,0.17955167977687903,0.18021887508000226,0.18314090123259244,3.590915790778225e-05
t_subj(Baseline).23,0.1718726188035461,0.0010567319353291746,0.169718262096212,0.17118384100889958,0.17196818221469637,0.17262231021569654,0.17365282130671889,2.7001157274896768e-05
t_subj(Baseline).24,0.1892409314746071,0.001090690059156837,0.18698224269012803,0.1885419688998099,0.18932079891240397,0.19001170798135347,0.19116003819495747,2.87927769306756e-05
t_subj(Baseline).25,0.18563961756124897,0.0011147276105920357,0.18331225499792558,0.1849196412623922,0.18570865922390808,0.18639189027958797,0.1876327032177991,2.6887076207332825e-05
t_subj(Baseline).26,0.1781887023413245,0.0009861378632401649,0.17608259161451323,0.17760424708780684,0.1782405170869269,0.17886421491040022,0.17998677260297577,2.962761574898668e-05
t_subj(Baseline).27,0.17994448194286167,0.0012470747179243466,0.17755344495957995,0.17913553591859072,0.17989391949354216,0.18064148506117741,0.18272434573931431,3.3004603404663486e-05
t_subj(Baseline).28,0.17620208863986614,0.0010146915480264607,0.17409339424113565,0.17558656045856622,0.17627214530683813,0.1768887618439778,0.17803914510108987,2.5026032880635105e-05
t_subj(Baseline).29,0.18666923537032865,0.001157987201248775,0.1842281711930375,0.18593453915748293,0.18671776953102362,0.18745890941225693,0.18878542966312978,3.272325423564752e-05
t_subj(Baseline).30,0.17998182287265424,0.0010508920989077699,0.1778777127128977,0.17932490033409965,0.1800664449488595,0.18071805148318437,0.18184106620484905,2.6360081080393188e-05
t_subj(Baseline).31,0.18870349630328,0.0011447208945884245,0.18627663538927947,0.18799673826065105,0.18872592575544186,0.18948979449772604,0.1908531971211215,3.245384098832014e-05
t_subj(Baseline).32,0.18334864922990915,0.0010870176683962687,0.1811175560090356,0.1826796792875169,0.1833890364246364,0.18410117418216004,0.18526010307620952,2.9599185814520707e-05
t_subj(Baseline).33,0.17662785232540398,0.0010730213615678266,0.17432669652241464,0.17597082866940061,0.17671243464147623,0.1773831673886834,0.17851651651116301,2.9595292376723984e-05
t_subj(Baseline).34,0.18780058062930327,0.0011579918120280391,0.18542046771143283,0.18702620044131105,0.18789145632147444,0.18862499622387052,0.1898211949585011,3.14670823184776e-05
t_subj(Baseline).35,0.17704768879207253,0.000999301987151409,0.1750218751246993,0.17642171502329299,0.1770852531141475,0.17768598095980792,0.1789976410518522,2.371720787245731e-05
t_subj(PostTest).18,0.1883351662890422,0.0011086980734913905,0.18589522995313826,0.1876315598651422,0.1883881747305983,0.18910696069243452,0.190303767404403,2.877880659498466e-05
t_subj(PostTest).19,0.18018508028056432,0.0010944617450278867,0.17791109607599925,0.17948876853060428,0.18027659437055982,0.18094711665383126,0.1821633864537712,2.8465126287932612e-05
t_subj(PostTest).20,0.17880239967407555,0.0012439023273907064,0.17651915410226368,0.1780142507273055,0.178704200589162,0.17941029439005773,0.1817416387062185,3.0740729590163045e-05
t_subj(PostTest).21,0.1832379626685142,0.0011029015484838938,0.1808416136458184,0.18254440058856808,0.1832784126427004,0.1840254426133064,0.18521427361611034,2.846743037308273e-05
t_subj(PostTest).22,0.17842710866310682,0.0010363525569486282,0.17617656449428004,0.17775454857331865,0.1785021729505856,0.17916821142918823,0.18027012974803827,2.8062049895125178e-05
t_subj(PostTest).23,0.17312379617368046,0.000956036918959387,0.17107816429767622,0.17249213159812057,0.17317006584896968,0.1738037970694815,0.17490781478312406,2.9806225493209444e-05
t_subj(PostTest).24,0.18797209499415388,0.0011113134316519209,0.18553222387488824,0.18724599510101195,0.18805717768947877,0.188779398674517,0.18989979799287382,2.6241477058590014e-05
t_subj(PostTest).25,0.18330497375176955,0.0011734470386826194,0.18081320005574947,0.18256616122469968,0.18340426123517398,0.18412636016824263,0.1853888007315205,3.2480519489678475e-05
t_subj(PostTest).26,0.1772147404237817,0.0009835641370997982,0.17513874309437535,0.17660585258541206,0.17726598995982795,0.17790862929852544,0.17896037485983696,2.2655997926568257e-05
t_subj(PostTest).27,0.17922982687551745,0.0010348866970812927,0.17710521460858528,0.178555312007528,0.17929120346244154,0.17995585255825627,0.18105739863329207,2.6494927900354352e-05
t_subj(PostTest).28,0.1777628824657113,0.0010417249410638245,0.1755880748740818,0.1770937889260275,0.17782650224771285,0.17846696557687922,0.17970552419920033,2.7922508311567562e-05
t_subj(PostTest).29,0.1841330229831882,0.0011231981326714387,0.1817207790559853,0.18343455234314196,0.18421104660472065,0.1849399054427596,0.18604778256620208,3.051504916706134e-05
t_subj(PostTest).30,0.17824318205217538,0.0010644305928662313,0.17615919989886314,0.17757857590524048,0.1782467478584952,0.1788634528599255,0.1805023706612691,2.3311475462582423e-05
t_subj(PostTest).31,0.18737012585880844,0.0011639856416411588,0.1849117377714268,0.1865793240988253,0.18743826277338527,0.18821031704416757,0.189434587291474,3.442607907158683e-05
t_subj(PostTest).32,0.1849551537297279,0.0010332940199833205,0.18277421560231796,0.18425431903028675,0.18500673485322788,0.18569369261813684,0.1868074682113913,2.2900560630671337e-05
t_subj(PostTest).33,0.17755966385721275,0.0010586762768429205,0.17527830275125192,0.1769091360160555,0.17762052596020428,0.17828052638148734,0.1794484975128118,2.5120344995837494e-05
t_subj(PostTest).34,0.18785076417120972,0.0011892310960096998,0.18532313787169707,0.1870825128344507,0.18791989895953284,0.18870510863816828,0.1899140007493577,2.8666355220660828e-05
t_subj(PostTest).35,0.17745056367583212,0.0010041573587088373,0.17529846495724438,0.1768356256821093,0.17750388799919184,0.1781553322989745,0.17920475398200744,2.1725287158802443e-05
