subj_idx,param,Phase,mean,sd,hdi_low,hdi_high
16,a,PostTest,0.5213869757492942,0.0076832307119585885,0.5034630662587056,0.5345912847225512
17,a,PostTest,0.5255311645037796,0.007831899067524803,0.5102934227038226,0.5437377010994922
0,v,Baseline,-0.014145397298615678,0.11636645370901173,-0.2389212641409798,0.22974285863244068
1,v,Baseline,-0.02412144486204011,0.11239518484810536,-0.2608558013924381,0.21877969230639985
2,v,Baseline,-0.018850309040401265,0.11506253462946908,-0.25390225288587026,0.22239515836410395
3,v,Baseline,0.005019177595537027,0.11238025177687463,-0.20384697397466783,0.25078260351423254
4,v,Baseline,-0.024106974153707928,0.11174976928543716,-0.26762500559570745,0.19893569713465548
5,v,Baseline,-0.04731118516798555,0.11281269888162239,-0.3016758235039362,0.16419762594844564
6,v,Baseline,-0.026137588119213746,0.11997273572842931,-0.2868375646021893,0.22062092515558515
7,v,Baseline,0.003436673843153317,0.11551388332231315,-0.22049935654806121,0.26088571936177224
8,v,Baseline,-0.09950009764362627,0.1368660608566045,-0.4246419310046738,0.11195541501338231
9,v,Baseline,-0.03569533334355624,0.11573372991531049,-0.2820821861644307,0.19475878638658325
10,v,Baseline,0.03943088589614241,0.12855654409498268,-0.1805908011214077,0.35534725853913124
11,v,Baseline,0.008812607223193334,0.11536799283435424,-0.20435874077964408,0.2724252872418779
12,v,Baseline,-0.012658842924517529,0.11019934617893805,-0.22816550011722955,0.2246573800687829
13,v,Baseline,-0.011736928467301096,0.11178937495138346,-0.23139349878065316,0.23151538511955388
14,v,Baseline,-0.05214801067055361,0.11566429994930338,-0.30720286559489995,0.16731761622741884
15,v,Baseline,-0.04820234934645091,0.11135968537572191,-0.2951798722300792,0.16099129847411978
16,v,Baseline,-0.019131215355089624,0.12102098260062327,-0.261941155390456,0.2485749655677398
17,v,Baseline,-0.013731028376824803,0.11408538992038118,-0.24457827529405088,0.23372335991643683
0,v,PostTest,-0.1009670903577068,0.1153686733895616,-0.35962743901307903,0.11730956558885144
1,v,PostTest,-0.0717324397221624,0.11708285746157716,-0.30999001331719145,0.17704535975636007
2,v,PostTest,-0.11495394718387879,0.1174982666205503,-0.3696327930029712,0.10014749359147071
3,v,PostTest,-0.08969967438037678,0.1120103127448575,-0.32676557207890616,0.13840808955765443
4,v,PostTest,-0.12558204962091588,0.11593110644259365,-0.39332922673970205,0.08887986143872176
5,v,PostTest,-0.058430051104014044,0.11375785988661624,-0.2669981152107489,0.1968004073903682
6,v,PostTest,-0.03301671545871017,0.12183931141784304,-0.2486116790773878,0.24982719170542014
7,v,PostTest,-0.16538445826057174,0.13790973014562055,-0.5035799589975823,0.040803979571776706
8,v,PostTest,-0.07315693021017011,0.11112433414489065,-0.2954514472899414,0.17214945251189268
9,v,PostTest,-0.005283429381020546,0.13168915281640553,-0.20285861490664092,0.30909441059815385
10,v,PostTest,-0.03443192113055552,0.11988739956361241,-0.2449605203745675,0.23549623404116554
11,v,PostTest,-0.11341534382191533,0.11565408049724513,-0.3762053596003745,0.10104510572002566
12,v,PostTest,-0.08735611628588746,0.1125880011009448,-0.32778428806388865,0.14105685463085235
13,v,PostTest,-0.12690391338604268,0.12505465358175608,-0.4201464988537607,0.08754142590367193
14,v,PostTest,-0.08671136848236835,0.11212059457721606,-0.3112866612581496,0.14523403690931713
15,v,PostTest,-0.09259186839073459,0.11581207083361388,-0.3495937723978577,0.13984021861488946
16,v,PostTest,-0.05778685092225278,0.11783262098752793,-0.28537407611249677,0.20509658249569238
17,v,PostTest,-0.10180463768279348,0.11099172198819289,-0.3531720497349778,0.11458129245566369
0,t,Baseline,0.18520149938567435,0.001163799121282998,0.1826849836492943,0.1872870342453405
1,t,Baseline,0.17325116071479632,0.001069646968244564,0.17102279507478116,0.17516364618551925
2,t,Baseline,0.18264855268709101,0.0011093671729233711,0.18027204534220306,0.18458542569300992
3,t,Baseline,0.18483540017057207,0.0010858713900266435,0.18252892921447564,0.18678808860722373
4,t,Baseline,0.17906505675476414,0.0009880207719075355,0.1769508947156756,0.18077346587702284
5,t,Baseline,0.19161152063171727,0.001158124827342857,0.18922156727877049,0.1936718914447681
6,t,Baseline,0.18477794934222502,0.001058581004886788,0.18252834293925238,0.18665166144081427
7,t,Baseline,0.18390987590871039,0.0011541238423213628,0.18136274562616192,0.18588991059733304
8,t,Baseline,0.17938989074767084,0.0011000468993557768,0.17700908054317774,0.1813254831866993
9,t,Baseline,0.17683704129245495,0.0010439627867890539,0.17469563640235589,0.17873506821067764
10,t,Baseline,0.19064553760429737,0.0011898042752202262,0.1880375606140076,0.19272768627758025
11,t,Baseline,0.18107710067912078,0.001373063015865699,0.17859780146971596,0.18409084167160916
12,t,Baseline,0.1748383926760998,0.001069516911810544,0.17254526613749052,0.17673255640025026
13,t,Baseline,0.17743577967007665,0.0010623372950458925,0.17514379806277985,0.17935865565884024
14,t,Baseline,0.17641088161540527,0.0010108154238804424,0.17432645044039302,0.17816711150498227
15,t,Baseline,0.18353574552369786,0.0010654792293262921,0.1812773054605433,0.18548633130911743
16,t,Baseline,0.18049757675006778,0.0010313403680937807,0.17836678032777042,0.18230255602828638
17,t,Baseline,0.17905927175244338,0.0010185977327767332,0.17695670987126266,0.1809220639475783
0,t,PostTest,0.1735826280276484,0.0011650040815756667,0.1711201707270433,0.17566265853509389
1,t,PostTest,0.16329043839036297,0.0012184619863792536,0.1609750974153016,0.16598338298568394
2,t,PostTest,0.1744103697990576,0.0010750082760425115,0.17210046121546377,0.17634420436647624
3,t,PostTest,0.17744045028141328,0.0011647941429068355,0.1749505201249263,0.17950355874313448
4,t,PostTest,0.16879440992932837,0.0010985667357925465,0.16656444278509036,0.17077157731888432
5,t,PostTest,0.18201827703623238,0.0012576690306069548,0.1793985238896985,0.18419160503301288
6,t,PostTest,0.17374144587282067,0.0011167693937813264,0.17137397441510085,0.17567849118171416
7,t,PostTest,0.17375960236906843,0.0010981227906809343,0.1715035478775395,0.17577821976430277
8,t,PostTest,0.16791251195201476,0.0010662479092032578,0.16567745621801638,0.16989633457535733
9,t,PostTest,0.16861301990320313,0.0010980320956646738,0.16629670080384243,0.17057396840836322
10,t,PostTest,0.1788063051130342,0.001141561374144951,0.17635120554157896,0.1808560876779998
11,t,PostTest,0.17101487573461108,0.0010078675377283926,0.16884851900478826,0.17279855456580887
12,t,PostTest,0.1646650583240397,0.001514085325163337,0.1619292192847335,0.16780884095734
13,t,PostTest,0.16866056463248338,0.0011500056837208225,0.16617816535179247,0.17073900235337003
14,t,PostTest,0.16624845201987715,0.0010903077046247774,0.16396545406152094,0.16817981345835992
15,t,PostTest,0.1737557909849073,0.0011496214129137405,0.17129545127955503,0.17587822382345966
16,t,PostTest,0.1712202287102173,0.0011308558498889043,0.1686727093466215,0.17329129934328327
17,t,PostTest,0.16998670072746436,0.0011041746199060146,0.16762718374751567,0.17206296726175352
