subj_idx,SubjectID,Group,stim,response,rt,Phase
0,P001,AgencyEMS,Right,0,0.297377,Baseline
0,P001,AgencyEMS,Left,1,0.201377,Baseline
0,P001,AgencyEMS,Left,0,0.32637700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.298377,Baseline
0,P001,AgencyEMS,Right,1,0.213377,Baseline
0,P001,AgencyEMS,Left,1,0.39337700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.285377,Baseline
0,P001,AgencyEMS,Left,1,0.236377,Baseline
0,P001,AgencyEMS,Left,1,0.261377,Baseline
0,P001,AgencyEMS,Left,1,0.24837700000000001,Baseline
0,P001,AgencyEMS,Right,1,0.211377,Baseline
0,P001,AgencyEMS,Right,1,0.307377,Baseline
0,P001,AgencyEMS,Left,1,0.32737700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.201377,Baseline
0,P001,AgencyEMS,Left,1,0.203377,Baseline
0,P001,AgencyEMS,Left,1,0.199377,Baseline
0,P001,AgencyEMS,Left,1,0.215377,Baseline
0,P001,AgencyEMS,Right,0,0.362377,Baseline
0,P001,AgencyEMS,Left,1,0.204377,Baseline
0,P001,AgencyEMS,Right,1,0.233377,Baseline
0,P001,AgencyEMS,Left,1,0.207377,Baseline
0,P001,AgencyEMS,Right,1,0.246377,Baseline
0,P001,AgencyEMS,Left,0,0.262377,Baseline
0,P001,AgencyEMS,Left,1,0.22637700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.211377,Baseline
0,P001,AgencyEMS,Right,1,0.242377,Baseline
0,P001,AgencyEMS,Right,0,0.324377,Baseline
0,P001,AgencyEMS,Left,1,0.215377,Baseline
0,P001,AgencyEMS,Right,0,0.202377,Baseline
0,P001,AgencyEMS,Left,1,0.215377,Baseline
0,P001,AgencyEMS,Right,1,0.322377,Baseline
0,P001,AgencyEMS,Right,0,0.210377,Baseline
0,P001,AgencyEMS,Right,1,0.21837700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.26437700000000003,Baseline
0,P001,AgencyEMS,Left,1,0.301377,Baseline
0,P001,AgencyEMS,Left,1,0.238377,Baseline
0,P001,AgencyEMS,Right,1,0.305377,Baseline
0,P001,AgencyEMS,Left,1,0.254377,Baseline
0,P001,AgencyEMS,Left,1,0.198377,Baseline
0,P001,AgencyEMS,Right,1,0.208377,Baseline
0,P001,AgencyEMS,Right,1,0.211377,Baseline
0,P001,AgencyEMS,Right,1,0.229377,Baseline
0,P001,AgencyEMS,Right,1,0.215377,Baseline
0,P001,AgencyEMS,Right,1,0.241377,Baseline
0,P001,AgencyEMS,Left,1,0.246377,Baseline
0,P001,AgencyEMS,Right,1,0.22237700000000002,Baseline
0,P001,AgencyEMS,Right,0,0.26437700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.26737700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.26437700000000003,Baseline
0,P001,AgencyEMS,Left,1,0.27337700000000004,Baseline
0,P001,AgencyEMS,Right,1,0.302377,Baseline
0,P001,AgencyEMS,Right,1,0.238377,Baseline
0,P001,AgencyEMS,Left,1,0.438377,Baseline
0,P001,AgencyEMS,Right,0,0.232377,Baseline
0,P001,AgencyEMS,Right,1,0.228377,Baseline
0,P001,AgencyEMS,Left,0,0.19237700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.232377,Baseline
0,P001,AgencyEMS,Left,1,0.260377,Baseline
0,P001,AgencyEMS,Left,0,0.33237700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.317377,Baseline
0,P001,AgencyEMS,Right,0,0.209377,Baseline
0,P001,AgencyEMS,Left,0,0.200377,Baseline
0,P001,AgencyEMS,Left,1,0.200377,Baseline
0,P001,AgencyEMS,Right,1,0.259377,Baseline
0,P001,AgencyEMS,Right,1,0.22237700000000002,Baseline
0,P001,AgencyEMS,Left,1,0.236377,Baseline
0,P001,AgencyEMS,Left,1,0.22037700000000002,Baseline
0,P001,AgencyEMS,Left,1,0.203377,Baseline
0,P001,AgencyEMS,Left,0,0.200377,Baseline
0,P001,AgencyEMS,Left,1,0.21737700000000001,Baseline
0,P001,AgencyEMS,Left,1,0.24837700000000001,Baseline
0,P001,AgencyEMS,Right,1,0.22537700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.232377,Baseline
0,P001,AgencyEMS,Left,1,0.201377,Baseline
0,P001,AgencyEMS,Right,1,0.247377,Baseline
0,P001,AgencyEMS,Right,1,0.303377,Baseline
0,P001,AgencyEMS,Left,1,0.237377,Baseline
0,P001,AgencyEMS,Right,1,0.254377,Baseline
0,P001,AgencyEMS,Left,1,0.21837700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.201377,Baseline
0,P001,AgencyEMS,Right,1,0.232377,Baseline
0,P001,AgencyEMS,Right,1,0.300377,Baseline
0,P001,AgencyEMS,Left,1,0.26637700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.238377,Baseline
0,P001,AgencyEMS,Left,0,0.227377,Baseline
0,P001,AgencyEMS,Left,1,0.22437700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.206377,Baseline
0,P001,AgencyEMS,Left,1,0.199377,Baseline
0,P001,AgencyEMS,Left,1,0.197377,Baseline
0,P001,AgencyEMS,Right,1,0.210377,Baseline
0,P001,AgencyEMS,Right,1,0.275377,Baseline
0,P001,AgencyEMS,Left,1,0.232377,Baseline
0,P001,AgencyEMS,Left,0,0.209377,Baseline
0,P001,AgencyEMS,Left,1,0.241377,Baseline
0,P001,AgencyEMS,Right,1,0.22237700000000002,Baseline
0,P001,AgencyEMS,Left,1,0.212377,Baseline
0,P001,AgencyEMS,Right,1,0.251377,Baseline
0,P001,AgencyEMS,Left,1,0.240377,Baseline
0,P001,AgencyEMS,Left,1,0.240377,Baseline
0,P001,AgencyEMS,Left,1,0.276377,Baseline
0,P001,AgencyEMS,Right,1,0.253377,Baseline
0,P001,AgencyEMS,Left,1,0.21837700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.279377,Baseline
0,P001,AgencyEMS,Left,1,0.236377,Baseline
0,P001,AgencyEMS,Right,0,0.24837700000000001,Baseline
0,P001,AgencyEMS,Left,1,0.284377,Baseline
0,P001,AgencyEMS,Left,1,0.201377,Baseline
0,P001,AgencyEMS,Left,0,0.228377,Baseline
0,P001,AgencyEMS,Left,1,0.250377,Baseline
0,P001,AgencyEMS,Left,1,0.259377,Baseline
0,P001,AgencyEMS,Right,1,0.233377,Baseline
0,P001,AgencyEMS,Right,1,0.303377,Baseline
0,P001,AgencyEMS,Left,0,0.215377,Baseline
0,P001,AgencyEMS,Left,1,0.255377,Baseline
0,P001,AgencyEMS,Left,0,0.312377,Baseline
0,P001,AgencyEMS,Right,1,0.198377,Baseline
0,P001,AgencyEMS,Left,1,0.21837700000000002,Baseline
0,P001,AgencyEMS,Left,1,0.210377,Baseline
0,P001,AgencyEMS,Right,1,0.232377,Baseline
0,P001,AgencyEMS,Left,1,0.196377,Baseline
0,P001,AgencyEMS,Left,1,0.216377,Baseline
0,P001,AgencyEMS,Left,0,0.199377,Baseline
0,P001,AgencyEMS,Left,0,0.253377,Baseline
0,P001,AgencyEMS,Left,1,0.21837700000000002,Baseline
0,P001,AgencyEMS,Right,1,0.284377,Baseline
0,P001,AgencyEMS,Right,1,0.365377,Baseline
0,P001,AgencyEMS,Left,1,0.253377,Baseline
0,P001,AgencyEMS,Right,1,0.242377,Baseline
0,P001,AgencyEMS,Left,1,0.208377,Baseline
0,P001,AgencyEMS,Left,1,0.228377,Baseline
0,P001,AgencyEMS,Left,1,0.197377,Baseline
0,P001,AgencyEMS,Right,1,0.22237700000000002,Baseline
0,P001,AgencyEMS,Left,0,0.260377,Baseline
0,P001,AgencyEMS,Right,1,0.228377,Baseline
0,P001,AgencyEMS,Right,1,0.230377,Baseline
0,P001,AgencyEMS,Left,1,0.238377,Baseline
0,P001,AgencyEMS,Left,0,0.238377,Baseline
0,P001,AgencyEMS,Left,1,0.508377,Baseline
0,P001,AgencyEMS,Right,1,0.210377,Baseline
0,P001,AgencyEMS,Left,0,0.310377,Baseline
0,P001,AgencyEMS,Left,1,0.211377,Baseline
0,P001,AgencyEMS,Right,1,0.216377,Baseline
0,P001,AgencyEMS,Left,1,0.201377,Baseline
0,P001,AgencyEMS,Left,0,0.208377,Baseline
0,P001,AgencyEMS,Left,0,0.33337700000000003,Baseline
0,P001,AgencyEMS,Left,1,0.346377,Baseline
0,P001,AgencyEMS,Right,1,0.33237700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.313377,Baseline
0,P001,AgencyEMS,Left,0,0.227377,Baseline
0,P001,AgencyEMS,Left,0,0.21937700000000002,Baseline
0,P001,AgencyEMS,Left,1,0.312377,Baseline
0,P001,AgencyEMS,Right,0,0.241377,Baseline
0,P001,AgencyEMS,Right,1,0.211377,Baseline
0,P001,AgencyEMS,Right,1,0.197377,Baseline
0,P001,AgencyEMS,Left,1,0.229377,Baseline
0,P001,AgencyEMS,Left,1,0.201377,Baseline
0,P001,AgencyEMS,Right,0,0.199377,Baseline
0,P001,AgencyEMS,Left,1,0.210377,Baseline
0,P001,AgencyEMS,Left,1,0.295377,Baseline
0,P001,AgencyEMS,Right,1,0.274377,Baseline
0,P001,AgencyEMS,Left,1,0.200377,Baseline
0,P001,AgencyEMS,Left,1,0.39437700000000003,Baseline
0,P001,AgencyEMS,Right,1,0.22337700000000002,Baseline
0,P001,AgencyEMS,Left,1,0.283377,Baseline
0,P001,AgencyEMS,Left,1,0.208377,Baseline
0,P001,AgencyEMS,Right,1,0.181377,PostTest
0,P001,AgencyEMS,Left,1,0.22637700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.214377,PostTest
0,P001,AgencyEMS,Left,1,0.322377,PostTest
0,P001,AgencyEMS,Left,1,0.19537700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.19537700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.227377,PostTest
0,P001,AgencyEMS,Right,1,0.241377,PostTest
0,P001,AgencyEMS,Right,1,0.19537700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.182377,PostTest
0,P001,AgencyEMS,Left,1,0.239377,PostTest
0,P001,AgencyEMS,Right,1,0.240377,PostTest
0,P001,AgencyEMS,Right,1,0.22237700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.22137700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.181377,PostTest
0,P001,AgencyEMS,Left,1,0.347377,PostTest
0,P001,AgencyEMS,Left,1,0.19037700000000002,PostTest
0,P001,AgencyEMS,Left,0,0.250377,PostTest
0,P001,AgencyEMS,Right,1,0.254377,PostTest
0,P001,AgencyEMS,Right,1,0.205377,PostTest
0,P001,AgencyEMS,Left,1,0.256377,PostTest
0,P001,AgencyEMS,Left,1,0.26537700000000003,PostTest
0,P001,AgencyEMS,Left,1,0.205377,PostTest
0,P001,AgencyEMS,Right,1,0.293377,PostTest
0,P001,AgencyEMS,Left,0,0.19437700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.198377,PostTest
0,P001,AgencyEMS,Right,1,0.199377,PostTest
0,P001,AgencyEMS,Left,1,0.229377,PostTest
0,P001,AgencyEMS,Right,1,0.274377,PostTest
0,P001,AgencyEMS,Right,1,0.19437700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.21937700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.214377,PostTest
0,P001,AgencyEMS,Right,1,0.19437700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.198377,PostTest
0,P001,AgencyEMS,Left,1,0.215377,PostTest
0,P001,AgencyEMS,Left,1,0.215377,PostTest
0,P001,AgencyEMS,Right,1,0.21837700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.250377,PostTest
0,P001,AgencyEMS,Left,1,0.256377,PostTest
0,P001,AgencyEMS,Right,1,0.231377,PostTest
0,P001,AgencyEMS,Left,1,0.237377,PostTest
0,P001,AgencyEMS,Left,1,0.19437700000000002,PostTest
0,P001,AgencyEMS,Right,0,0.241377,PostTest
0,P001,AgencyEMS,Left,1,0.18637700000000001,PostTest
0,P001,AgencyEMS,Right,1,0.214377,PostTest
0,P001,AgencyEMS,Right,1,0.22037700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.245377,PostTest
0,P001,AgencyEMS,Left,1,0.250377,PostTest
0,P001,AgencyEMS,Left,1,0.211377,PostTest
0,P001,AgencyEMS,Left,1,0.21937700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.236377,PostTest
0,P001,AgencyEMS,Left,1,0.19037700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.210377,PostTest
0,P001,AgencyEMS,Left,1,0.181377,PostTest
0,P001,AgencyEMS,Right,0,0.322377,PostTest
0,P001,AgencyEMS,Right,1,0.259377,PostTest
0,P001,AgencyEMS,Right,1,0.22537700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.32937700000000003,PostTest
0,P001,AgencyEMS,Right,1,0.197377,PostTest
0,P001,AgencyEMS,Right,0,0.343377,PostTest
0,P001,AgencyEMS,Left,1,0.211377,PostTest
0,P001,AgencyEMS,Left,1,0.26537700000000003,PostTest
0,P001,AgencyEMS,Right,0,0.208377,PostTest
0,P001,AgencyEMS,Left,1,0.233377,PostTest
0,P001,AgencyEMS,Left,1,0.209377,PostTest
0,P001,AgencyEMS,Right,1,0.363377,PostTest
0,P001,AgencyEMS,Left,1,0.229377,PostTest
0,P001,AgencyEMS,Right,1,0.276377,PostTest
0,P001,AgencyEMS,Right,0,0.234377,PostTest
0,P001,AgencyEMS,Left,1,0.18737700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.215377,PostTest
0,P001,AgencyEMS,Left,1,0.19337700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.242377,PostTest
0,P001,AgencyEMS,Right,1,0.291377,PostTest
0,P001,AgencyEMS,Left,1,0.199377,PostTest
0,P001,AgencyEMS,Right,0,0.252377,PostTest
0,P001,AgencyEMS,Left,1,0.207377,PostTest
0,P001,AgencyEMS,Right,1,0.21937700000000002,PostTest
0,P001,AgencyEMS,Right,0,0.203377,PostTest
0,P001,AgencyEMS,Right,1,0.19237700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.258377,PostTest
0,P001,AgencyEMS,Left,1,0.214377,PostTest
0,P001,AgencyEMS,Right,1,0.254377,PostTest
0,P001,AgencyEMS,Right,1,0.32737700000000003,PostTest
0,P001,AgencyEMS,Right,1,0.238377,PostTest
0,P001,AgencyEMS,Left,1,0.22137700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.196377,PostTest
0,P001,AgencyEMS,Left,1,0.22437700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.234377,PostTest
0,P001,AgencyEMS,Right,1,0.297377,PostTest
0,P001,AgencyEMS,Left,1,0.286377,PostTest
0,P001,AgencyEMS,Left,1,0.199377,PostTest
0,P001,AgencyEMS,Right,1,0.22037700000000002,PostTest
0,P001,AgencyEMS,Left,0,0.227377,PostTest
0,P001,AgencyEMS,Left,1,0.27237700000000004,PostTest
0,P001,AgencyEMS,Left,1,0.209377,PostTest
0,P001,AgencyEMS,Right,0,0.247377,PostTest
0,P001,AgencyEMS,Right,1,0.258377,PostTest
0,P001,AgencyEMS,Left,1,0.203377,PostTest
0,P001,AgencyEMS,Right,0,0.234377,PostTest
0,P001,AgencyEMS,Right,1,0.21937700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.33137700000000003,PostTest
0,P001,AgencyEMS,Left,1,0.19137700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.239377,PostTest
0,P001,AgencyEMS,Right,0,0.247377,PostTest
0,P001,AgencyEMS,Left,1,0.213377,PostTest
0,P001,AgencyEMS,Right,1,0.284377,PostTest
0,P001,AgencyEMS,Right,1,0.207377,PostTest
0,P001,AgencyEMS,Right,1,0.213377,PostTest
0,P001,AgencyEMS,Right,1,0.196377,PostTest
0,P001,AgencyEMS,Left,1,0.22237700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.182377,PostTest
0,P001,AgencyEMS,Left,1,0.204377,PostTest
0,P001,AgencyEMS,Left,1,0.208377,PostTest
0,P001,AgencyEMS,Right,1,0.19037700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.204377,PostTest
0,P001,AgencyEMS,Left,1,0.209377,PostTest
0,P001,AgencyEMS,Left,1,0.206377,PostTest
0,P001,AgencyEMS,Left,1,0.26937700000000003,PostTest
0,P001,AgencyEMS,Right,1,0.251377,PostTest
0,P001,AgencyEMS,Left,1,0.231377,PostTest
0,P001,AgencyEMS,Right,1,0.281377,PostTest
0,P001,AgencyEMS,Left,1,0.210377,PostTest
0,P001,AgencyEMS,Right,1,0.33637700000000004,PostTest
0,P001,AgencyEMS,Right,1,0.274377,PostTest
0,P001,AgencyEMS,Left,1,0.19537700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.212377,PostTest
0,P001,AgencyEMS,Left,1,0.18637700000000001,PostTest
0,P001,AgencyEMS,Right,1,0.196377,PostTest
0,P001,AgencyEMS,Right,0,0.206377,PostTest
0,P001,AgencyEMS,Left,1,0.18837700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.22437700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.241377,PostTest
0,P001,AgencyEMS,Right,1,0.211377,PostTest
0,P001,AgencyEMS,Right,1,0.22537700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.26737700000000003,PostTest
0,P001,AgencyEMS,Left,1,0.274377,PostTest
0,P001,AgencyEMS,Left,1,0.207377,PostTest
0,P001,AgencyEMS,Right,1,0.230377,PostTest
0,P001,AgencyEMS,Left,1,0.206377,PostTest
0,P001,AgencyEMS,Right,1,0.212377,PostTest
0,P001,AgencyEMS,Left,1,0.209377,PostTest
0,P001,AgencyEMS,Right,0,0.246377,PostTest
0,P001,AgencyEMS,Right,1,0.19037700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.227377,PostTest
0,P001,AgencyEMS,Left,1,0.21937700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.27337700000000004,PostTest
0,P001,AgencyEMS,Left,1,0.19537700000000002,PostTest
0,P001,AgencyEMS,Left,0,0.256377,PostTest
0,P001,AgencyEMS,Left,1,0.250377,PostTest
0,P001,AgencyEMS,Right,1,0.26837700000000003,PostTest
0,P001,AgencyEMS,Right,1,0.200377,PostTest
0,P001,AgencyEMS,Right,1,0.294377,PostTest
0,P001,AgencyEMS,Right,1,0.232377,PostTest
0,P001,AgencyEMS,Right,1,0.213377,PostTest
0,P001,AgencyEMS,Right,1,0.210377,PostTest
0,P001,AgencyEMS,Right,1,0.245377,PostTest
0,P001,AgencyEMS,Right,1,0.238377,PostTest
0,P001,AgencyEMS,Right,1,0.214377,PostTest
0,P001,AgencyEMS,Left,1,0.19237700000000002,PostTest
0,P001,AgencyEMS,Left,1,0.204377,PostTest
0,P001,AgencyEMS,Left,1,0.311377,PostTest
0,P001,AgencyEMS,Left,1,0.27037700000000003,PostTest
0,P001,AgencyEMS,Left,1,0.199377,PostTest
0,P001,AgencyEMS,Right,1,0.262377,PostTest
0,P001,AgencyEMS,Right,1,0.202377,PostTest
0,P001,AgencyEMS,Left,1,0.18937700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.202377,PostTest
0,P001,AgencyEMS,Right,1,0.233377,PostTest
0,P001,AgencyEMS,Left,1,0.206377,PostTest
0,P001,AgencyEMS,Left,1,0.214377,PostTest
0,P001,AgencyEMS,Right,1,0.242377,PostTest
0,P001,AgencyEMS,Right,1,0.358377,PostTest
0,P001,AgencyEMS,Left,1,0.215377,PostTest
0,P001,AgencyEMS,Right,1,0.200377,PostTest
0,P001,AgencyEMS,Right,1,0.207377,PostTest
0,P001,AgencyEMS,Right,1,0.18837700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.253377,PostTest
0,P001,AgencyEMS,Left,1,0.202377,PostTest
0,P001,AgencyEMS,Right,1,0.211377,PostTest
0,P001,AgencyEMS,Left,1,0.239377,PostTest
0,P001,AgencyEMS,Right,1,0.19537700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.202377,PostTest
0,P001,AgencyEMS,Right,1,0.384377,PostTest
0,P001,AgencyEMS,Right,1,0.215377,PostTest
0,P001,AgencyEMS,Right,1,0.214377,PostTest
0,P001,AgencyEMS,Right,0,0.243377,PostTest
0,P001,AgencyEMS,Right,1,0.290377,PostTest
0,P001,AgencyEMS,Right,1,0.210377,PostTest
0,P001,AgencyEMS,Left,1,0.197377,PostTest
0,P001,AgencyEMS,Left,1,0.202377,PostTest
0,P001,AgencyEMS,Left,1,0.18737700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.22237700000000002,PostTest
0,P001,AgencyEMS,Right,1,0.213377,PostTest
0,P001,AgencyEMS,Left,1,0.182377,PostTest
0,P001,AgencyEMS,Right,1,0.201377,PostTest
0,P001,AgencyEMS,Left,1,0.21737700000000001,PostTest
0,P001,AgencyEMS,Right,0,0.203377,PostTest
0,P001,AgencyEMS,Right,1,0.337377,PostTest
0,P001,AgencyEMS,Left,1,0.208377,PostTest
1,P002,AgencyEMS,Right,1,0.229655,Baseline
1,P002,AgencyEMS,Left,1,0.30665499999999996,Baseline
1,P002,AgencyEMS,Right,1,0.18565500000000001,Baseline
1,P002,AgencyEMS,Right,1,0.265655,Baseline
1,P002,AgencyEMS,Left,1,0.195655,Baseline
1,P002,AgencyEMS,Right,1,0.266655,Baseline
1,P002,AgencyEMS,Right,0,0.242655,Baseline
1,P002,AgencyEMS,Right,1,0.223655,Baseline
1,P002,AgencyEMS,Right,1,0.187655,Baseline
1,P002,AgencyEMS,Right,1,0.24865500000000001,Baseline
1,P002,AgencyEMS,Left,1,0.205655,Baseline
1,P002,AgencyEMS,Left,1,0.276655,Baseline
1,P002,AgencyEMS,Right,0,0.250655,Baseline
1,P002,AgencyEMS,Right,0,0.284655,Baseline
1,P002,AgencyEMS,Left,1,0.18565500000000001,Baseline
1,P002,AgencyEMS,Right,1,0.234655,Baseline
1,P002,AgencyEMS,Right,1,0.204655,Baseline
1,P002,AgencyEMS,Left,1,0.211655,Baseline
1,P002,AgencyEMS,Right,1,0.224655,Baseline
1,P002,AgencyEMS,Right,1,0.221655,Baseline
1,P002,AgencyEMS,Right,1,0.335655,Baseline
1,P002,AgencyEMS,Left,1,0.189655,Baseline
1,P002,AgencyEMS,Left,1,0.35865499999999995,Baseline
1,P002,AgencyEMS,Left,1,0.189655,Baseline
1,P002,AgencyEMS,Left,1,0.195655,Baseline
1,P002,AgencyEMS,Left,1,0.31265499999999996,Baseline
1,P002,AgencyEMS,Right,0,0.213655,Baseline
1,P002,AgencyEMS,Right,1,0.284655,Baseline
1,P002,AgencyEMS,Left,1,0.233655,Baseline
1,P002,AgencyEMS,Left,1,0.184655,Baseline
1,P002,AgencyEMS,Left,1,0.222655,Baseline
1,P002,AgencyEMS,Left,1,0.207655,Baseline
1,P002,AgencyEMS,Right,1,0.241655,Baseline
1,P002,AgencyEMS,Right,1,0.186655,Baseline
1,P002,AgencyEMS,Right,1,0.271655,Baseline
1,P002,AgencyEMS,Right,1,0.284655,Baseline
1,P002,AgencyEMS,Left,1,0.331655,Baseline
1,P002,AgencyEMS,Right,1,0.29665499999999995,Baseline
1,P002,AgencyEMS,Left,1,0.279655,Baseline
1,P002,AgencyEMS,Left,1,0.200655,Baseline
1,P002,AgencyEMS,Right,0,0.206655,Baseline
1,P002,AgencyEMS,Right,1,0.192655,Baseline
1,P002,AgencyEMS,Left,1,0.26165499999999997,Baseline
1,P002,AgencyEMS,Left,0,0.210655,Baseline
1,P002,AgencyEMS,Right,0,0.183655,Baseline
1,P002,AgencyEMS,Left,1,0.193655,Baseline
1,P002,AgencyEMS,Right,1,0.242655,Baseline
1,P002,AgencyEMS,Right,1,0.352655,Baseline
1,P002,AgencyEMS,Right,1,0.38265499999999997,Baseline
1,P002,AgencyEMS,Left,1,0.215655,Baseline
1,P002,AgencyEMS,Right,1,0.348655,Baseline
1,P002,AgencyEMS,Left,1,0.189655,Baseline
1,P002,AgencyEMS,Right,1,0.36365499999999995,Baseline
1,P002,AgencyEMS,Right,0,0.187655,Baseline
1,P002,AgencyEMS,Left,1,0.236655,Baseline
1,P002,AgencyEMS,Left,1,0.187655,Baseline
1,P002,AgencyEMS,Right,1,0.228655,Baseline
1,P002,AgencyEMS,Left,1,0.203655,Baseline
1,P002,AgencyEMS,Right,1,0.217655,Baseline
1,P002,AgencyEMS,Right,1,0.479655,Baseline
1,P002,AgencyEMS,Right,1,0.214655,Baseline
1,P002,AgencyEMS,Right,1,0.237655,Baseline
1,P002,AgencyEMS,Right,0,0.238655,Baseline
1,P002,AgencyEMS,Right,0,0.233655,Baseline
1,P002,AgencyEMS,Right,1,0.194655,Baseline
1,P002,AgencyEMS,Left,0,0.38565499999999997,Baseline
1,P002,AgencyEMS,Left,1,0.21665500000000001,Baseline
1,P002,AgencyEMS,Right,1,0.290655,Baseline
1,P002,AgencyEMS,Right,1,0.266655,Baseline
1,P002,AgencyEMS,Right,1,0.217655,Baseline
1,P002,AgencyEMS,Right,0,0.270655,Baseline
1,P002,AgencyEMS,Left,1,0.21665500000000001,Baseline
1,P002,AgencyEMS,Right,1,0.211655,Baseline
1,P002,AgencyEMS,Left,1,0.190655,Baseline
1,P002,AgencyEMS,Right,1,0.287655,Baseline
1,P002,AgencyEMS,Left,1,0.224655,Baseline
1,P002,AgencyEMS,Left,1,0.25765499999999997,Baseline
1,P002,AgencyEMS,Left,1,0.236655,Baseline
1,P002,AgencyEMS,Right,1,0.184655,Baseline
1,P002,AgencyEMS,Left,1,0.29965499999999995,Baseline
1,P002,AgencyEMS,Right,0,0.251655,Baseline
