,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(PostTest).16,1.0644663327564485,0.03518809477005203,0.9994508723783588,1.0407894004040343,1.0636768403449188,1.0872868678622392,1.1363565093301529,0.002509566545725716
a_subj(PostTest).17,1.0567434128353879,0.036437928316320416,0.9864230726772477,1.033394810923308,1.05609072770106,1.0797013933513149,1.1301074456793714,0.002436748786268275
a_subj(PostTest).18,1.0586990461386612,0.03663183785363587,0.9866165498537016,1.0349986249998835,1.0580396527744755,1.0839698631078845,1.127921153063736,0.0024955138692239276
a_subj(PostTest).19,1.0585849544026327,0.035862158284032705,0.9872048582842955,1.036254752410764,1.0588080325470823,1.0821084344953686,1.1283770243576516,0.0025085369436531344
v(Baseline),0.22453401888705324,0.12519892926306556,-0.07557036971863507,0.16065302119111707,0.23072569201971457,0.3003535740809988,0.4534613182991475,0.008443139062202143
v(PostTest),-0.019233563544760347,0.13600600350642153,-0.2775391962076267,-0.10981564320911139,-0.021999874402209234,0.0689085608753256,0.25640229391596464,0.010260799711273767
v_std,0.16064555208402845,0.10479621252474416,0.027143742803377696,0.08141195331963734,0.13851621874327405,0.2216008299590372,0.40976179602908297,0.00928841288522447
v_subj(Baseline).10,0.21175054508762248,0.18573946700063898,-0.19096588319994967,0.11727822226349557,0.21915372160894586,0.317319746159542,0.58902176645436,0.008896233798415813
v_subj(Baseline).11,0.2972033222018811,0.19359569268206828,-0.06639227900726263,0.1769248102006412,0.2795299299814157,0.39858808459447265,0.7403187983714488,0.010237542643504304
v_subj(Baseline).12,0.15760154164500312,0.1850855018349038,-0.3039356311414638,0.07117800279177117,0.18276891179985266,0.27354742416854944,0.47253310153713013,0.010539540612911853
v_subj(Baseline).13,0.24612455262944782,0.17893008142516076,-0.11728171953032462,0.14719398842060794,0.24389524674863025,0.34431488574830504,0.6485237897104246,0.009328025831500119
v_subj(Baseline).14,0.12865942293058819,0.20875614012937724,-0.37296417743283194,0.034570566391818325,0.16467415495820759,0.25863716306389756,0.45612271631675494,0.012206544917347814
v_subj(Baseline).15,0.28978648627698145,0.18558708611815905,-0.07469624484265625,0.17517408769985365,0.2786757532730223,0.399421830390014,0.6823791171299803,0.010110555402585573
v_subj(Baseline).16,0.17393030084728,0.1743665566141366,-0.22196914550797686,0.082697983482801,0.1914102910601938,0.2839991803386941,0.4844750480099442,0.009782542617283273
v_subj(Baseline).17,0.3011147649177186,0.1886967619247517,-0.04460224812292779,0.1793343849211555,0.2846097485652646,0.4118237318568306,0.7275932884022142,0.010925478257979512
v_subj(Baseline).18,0.21572928629743884,0.18451019476515398,-0.17886748380021955,0.11748575451749832,0.2180281609359208,0.3256358658300332,0.5834023248363638,0.008649676444392938
v_subj(Baseline).19,0.19439503299879368,0.18289880330966574,-0.24702042415786468,0.11285254608729087,0.2105988190531375,0.29874080454260166,0.5393249469589496,0.009270087006575634
v_subj(PostTest).10,0.019134241116324148,0.18918630860041855,-0.30490537798252354,-0.11721649915714538,0.0006392737757917044,0.15049922823134243,0.428167081548785,0.011097254752279804
v_subj(PostTest).11,0.026412924201817418,0.19089709776117064,-0.29157680262459923,-0.10654556861697234,0.005973958693678172,0.14841773153574786,0.46174940381856777,0.011721696817031559
v_subj(PostTest).12,0.005953881689864858,0.19207366224787148,-0.33964607683033127,-0.12448760922319102,-0.014208413609124504,0.12711335720572248,0.3984108761062186,0.011069175611849672
v_subj(PostTest).13,-0.07248953957730862,0.19483791630976396,-0.48655935951325374,-0.1833560550546915,-0.07286800877007137,0.053185168252771864,0.2940048567996909,0.010619740105275322
v_subj(PostTest).14,-0.04632655813513225,0.1820374123275503,-0.40598364429648814,-0.16585312461893975,-0.055582258920344296,0.06898781781785368,0.3408253949056379,0.0103029810618525
v_subj(PostTest).15,-0.03385359805407917,0.17176387024350132,-0.37315059841902554,-0.14880939129418885,-0.03864788965334642,0.08059968906519194,0.30879144256268215,0.009936266860879752
v_subj(PostTest).16,-0.007676306380856929,0.1795388138258051,-0.3410093756009889,-0.134247424924888,-0.016000783691161646,0.11351139401062049,0.35355965167692394,0.01039503655714229
v_subj(PostTest).17,0.059272066185914886,0.2085193381156837,-0.30115239700757257,-0.08455048217185246,0.040913234607053206,0.18906362632829832,0.5192638369711631,0.01290670082503304
v_subj(PostTest).18,-0.16859196495443196,0.2331759269751618,-0.722050936331074,-0.2867151675711733,-0.138699838269854,-0.025384360755535684,0.237197621588258,0.015243457985802419
v_subj(PostTest).19,0.03020601734345537,0.20335222033427638,-0.30110860878858836,-0.11750184987257434,0.005457294409024982,0.1577771286535073,0.483960826021548,0.011731010150353768
t(Baseline),0.38837658168865874,0.00928898037470725,0.37073460283355225,0.38215383112420953,0.3881428214821369,0.3946850400562771,0.40756413579653417,0.00041890045377784743
t(PostTest),0.38106621893759046,0.008512387158988008,0.3638033437192141,0.375639245888763,0.3813261869868805,0.38681555806916235,0.3967678971657327,0.0003707777670382829
t_std,0.02277319782669283,0.00600586419436673,0.012422116468667053,0.018436700576553892,0.02213561846919631,0.02684434122853946,0.035603202648671034,0.00030445975805702875
t_subj(Baseline).10,0.42842548997685836,0.022530719984582854,0.38191308983767963,0.4129805132904245,0.4303023391825396,0.44571100784081036,0.467233255390853,0.0011084222876672
t_subj(Baseline).11,0.38062721964590696,0.01148486975485809,0.35583336638317414,0.37355740764981765,0.38145121879276966,0.3889844191918336,0.39975712549091513,0.0004729430773575868
t_subj(Baseline).12,0.3994987722781093,0.012840190707332732,0.37394111663254287,0.3904155025947805,0.4004886762947183,0.4089818373519808,0.4209178774061884,0.0004782367217923268
t_subj(Baseline).13,0.378754082687056,0.011455360046626775,0.3536889622749502,0.3717844760227712,0.3800045431543779,0.3863426160366601,0.3973659058262702,0.00040738552814073613
t_subj(Baseline).14,0.3866465211606422,0.013630655959767585,0.3565522767619319,0.37843832851293335,0.3880586682253917,0.3963955144376543,0.4095272615636032,0.0005537827417414428
t_subj(Baseline).15,0.4048077734183077,0.013244850642182874,0.376958989556741,0.3958106206656031,0.4059904854968089,0.41462831138720635,0.42751578782765426,0.0005482857156741057
t_subj(Baseline).16,0.3918235208755833,0.011401953575205128,0.3673167979729359,0.3851548880156677,0.39296824809798536,0.39998862054101353,0.4099716328881282,0.0004612867652947215
t_subj(Baseline).17,0.3537077347917625,0.009555729381027599,0.3343812926466367,0.34764684194701345,0.3545014528891869,0.36039414884545246,0.3694992056086322,0.00043456762111946203
t_subj(Baseline).18,0.38864374312290645,0.011151824731134697,0.3651326150956256,0.38157633211474906,0.38965433380767583,0.3968211393201016,0.4080550473452202,0.00042136028883264093
t_subj(Baseline).19,0.37355887672729543,0.010541481942434861,0.35156167134557137,0.3667515978209621,0.3742007808938514,0.3803266371599993,0.39377846943839573,0.00040707325723454555
t_subj(PostTest).10,0.3826256877002986,0.011216616669224822,0.35850073006851757,0.3758598706476227,0.38360413782901864,0.39075494096724284,0.4008353930330959,0.000419027219926066
t_subj(PostTest).11,0.3580413111739143,0.009263177561610443,0.33710004327105614,0.35292330640069036,0.3591815051524441,0.3649624930231639,0.37286511146202894,0.00038199233266320395
t_subj(PostTest).12,0.3941038635089686,0.01210960819343256,0.3674016413950186,0.3865062228931088,0.3956970523983011,0.4025415555689267,0.4145030791903259,0.0004728387978962926
t_subj(PostTest).13,0.3944604869107513,0.013427584078194344,0.36419678391060045,0.38609983714683926,0.3954872141154932,0.40422110963680635,0.4170244705139498,0.00046743116127335494
t_subj(PostTest).14,0.36087463393841435,0.010203159341958064,0.3377937074937918,0.354589244631808,0.36223038638118593,0.36832725471265687,0.377413997197798,0.0003952717617784123
t_subj(PostTest).15,0.39089838399989757,0.01197896466601528,0.36443159814636344,0.38381246855363865,0.39177422593523203,0.3995350953845065,0.4118997057902315,0.0004941774598516424
t_subj(PostTest).16,0.36690340618325,0.012595135518533081,0.3422307548174669,0.35964424257574906,0.36648107041866906,0.3733508004682364,0.39693351878820937,0.000490843165114988
t_subj(PostTest).17,0.38957588161356926,0.011729883252646503,0.3653584954014063,0.3820444438844002,0.3908105404161328,0.39806358267474046,0.4098964499444284,0.0004111457326871636
t_subj(PostTest).18,0.3730065029568925,0.011136226161704278,0.34813881020612636,0.36634106250727805,0.37396909727304944,0.380950837108931,0.3913985121936341,0.0004535978100045257
t_subj(PostTest).19,0.398881921527649,0.014357738097266756,0.3680092291368586,0.39052740727316293,0.39956532583892734,0.4093064399254539,0.42343635535981994,0.0005758040059813575
