,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(Baseline).9,1.0516398656898525,0.038055061689533015,0.9890550177563092,1.0260492854484573,1.0486570524384033,1.0762153961484957,1.13076852428457,0.002726931495693274
a_subj(PostTest).0,1.04783454577954,0.03478882246955653,0.9939603934330994,1.0221054520505042,1.044086260227052,1.068769204965889,1.127938615127982,0.002362672431714081
a_subj(PostTest).1,1.0388968699206662,0.03176858045077524,0.9821841908381457,1.0167066140088021,1.03726326860384,1.0563093426437227,1.10986938436475,0.0019482799931657118
a_subj(PostTest).2,1.0243365384251042,0.035317061591794485,0.9448437329496211,1.0050269285652103,1.028018961430683,1.0489521631197436,1.0851607177705986,0.002355637213270457
a_subj(PostTest).3,1.0420979913592816,0.033286752743462204,0.9833269738555113,1.0196121970797545,1.0406438871130508,1.0597542572853142,1.1192928349837694,0.00205873153123076
a_subj(PostTest).4,1.0378268694300068,0.032638873716728356,0.9759694577113516,1.0158301361106057,1.037318151727114,1.0561160135942473,1.1114794474689669,0.0020389750964715687
a_subj(PostTest).5,1.036987020277622,0.031908990946860824,0.9748951112333676,1.0153880946569582,1.0370734685469167,1.0563795200822261,1.1040046770458662,0.001962255641207071
a_subj(PostTest).6,1.0318106345049973,0.03322265281845816,0.9550280462346393,1.0126903054883136,1.0331256892483267,1.0522249646398114,1.0953439751498033,0.0019789788797122784
a_subj(PostTest).7,1.044151190970969,0.033306518596340894,0.9868357128411805,1.0213095857716203,1.0423620231686748,1.062138004424369,1.1196922088477947,0.0020349258592293933
a_subj(PostTest).8,1.0347687851463863,0.03155555949563322,0.9741049303485811,1.01367892213213,1.035823925807989,1.0533833681399416,1.1021641238100026,0.0019891069463814537
a_subj(PostTest).9,1.039228611337325,0.033173797971308934,0.978585563211073,1.0156798779657157,1.0372873263218365,1.0582769296127534,1.1139285452041316,0.0020056415802740687
v(Baseline),-0.17172151511056288,0.13590784704569098,-0.4381056867127722,-0.2773802925417903,-0.16332830697000034,-0.07667593201773695,0.06898500739180814,0.00926895606910651
v(PostTest),0.1546109400729402,0.14407344689010101,-0.12181258655210053,0.04910203726968717,0.1621057560404921,0.268327233531635,0.4105974473280507,0.010424221388340161
v_std,0.2003674084245384,0.13873523638064605,0.013159870406313095,0.08460265759390842,0.1805515016963828,0.2947056816643203,0.511489011591416,0.012353049376803007
v_subj(Baseline).0,-0.02285919620224212,0.24061742634165986,-0.3853551537168618,-0.20853010289221535,-0.05828370224814011,0.11784005252052521,0.5610122247114728,0.01463767603096493
v_subj(Baseline).1,-0.2612591075490842,0.22528790202457347,-0.7626185090800536,-0.3951215081252364,-0.2539918721127836,-0.10320041046405692,0.1186871336401738,0.012764244076961565
v_subj(Baseline).2,-0.20651841456886674,0.19832652439067477,-0.6286219351792048,-0.3212787510556822,-0.20367044713978455,-0.07336583404535024,0.16561351706641503,0.01065703761204488
v_subj(Baseline).3,-0.2855989121978424,0.22243692559211042,-0.7668797958058524,-0.4136020658538076,-0.2678343526441881,-0.12068418914205067,0.06702288135398696,0.013178612556942212
v_subj(Baseline).4,-0.18611528808882316,0.19077662998905065,-0.5613422494300134,-0.3032826832424297,-0.1846319314014444,-0.06851825057131783,0.19727219209636082,0.009135277307231477
v_subj(Baseline).5,-0.03817175507967093,0.233248832345305,-0.40620072700839127,-0.22280977366984334,-0.059341577424997016,0.10044738306956119,0.48119537092975756,0.013552727211940776
v_subj(Baseline).6,-0.19078097103797056,0.20865478037573493,-0.6515503741586276,-0.3141794451228429,-0.19073803245017973,-0.058880311984017,0.22025553701848155,0.009614294504246668
v_subj(Baseline).7,-0.1472068833496283,0.1967772912271769,-0.5440584513210913,-0.27908153095659427,-0.15063376703621678,-0.021161411821692677,0.2512151470023698,0.009306019278611133
v_subj(Baseline).8,-0.16584545301933618,0.2011678286536114,-0.6068000252794671,-0.2900430300699703,-0.16666788654718878,-0.03682060389811581,0.2528472166338247,0.009942508950035496
v_subj(Baseline).9,-0.20691249812612492,0.2022865098792306,-0.6097993810641618,-0.3271602067895987,-0.20753780713297346,-0.06463339604107965,0.16540158879962719,0.01057042391138736
v_subj(PostTest).0,0.018151848598873966,0.2396218701347421,-0.5215365873607918,-0.12692684465868864,0.04727263582235475,0.19197785253288735,0.37962720564850594,0.01640880971833516
v_subj(PostTest).1,0.14273736337143547,0.19973531694954938,-0.22265543510161076,0.009524778494585828,0.14578264132267127,0.2908356725908392,0.5409371380336241,0.010812941512710023
v_subj(PostTest).2,0.38373136649950473,0.2681219785229869,-0.05245308527055101,0.1936644075076822,0.324980002533625,0.547219963091453,1.0177452685521404,0.018936838983952604
v_subj(PostTest).3,0.1906450472102623,0.20146798694631338,-0.21447129794373834,0.05400739508117036,0.19258331288856212,0.3153953718862468,0.6250975869621047,0.01027144932996249
v_subj(PostTest).4,0.02454647191094865,0.2480303765490308,-0.5409396710491422,-0.11660056174709223,0.04117997270475117,0.230896953310948,0.37321036876700187,0.016071525715553196
v_subj(PostTest).5,0.24506554487163143,0.2276735081751877,-0.1585312745924102,0.0951237983160888,0.25424454233557775,0.365121718741488,0.7649975300950708,0.011926060367083508
v_subj(PostTest).6,0.2811908881585301,0.21699356235845435,-0.09461248568654979,0.14157964546309382,0.2798221370690255,0.40071566502548595,0.7840082986508843,0.013063439966728735
v_subj(PostTest).7,0.07339383769751566,0.19691064593992966,-0.3527503851649988,-0.05102587207485093,0.07929798051607995,0.22697395918034693,0.38759489042115725,0.01253693362705693
v_subj(PostTest).8,0.03331016247124885,0.23054471738119967,-0.45639340180300025,-0.11644715669780889,0.042133692310506565,0.2128093964338137,0.41884709456168734,0.01506988543185957
v_subj(PostTest).9,0.1490074637752394,0.20864299508192205,-0.30673532851093976,0.018973231388017764,0.1575689732739005,0.2968580058101678,0.5303037316897631,0.010210850153337631
t(Baseline),0.3894220245388696,0.00668755430840854,0.37599975215807263,0.38471803376723923,0.38955622912988613,0.39408834984189084,0.40174013102402867,0.00038781363465205154
t(PostTest),0.33876435952968925,0.005956219998688121,0.3270795536997216,0.3349059866688837,0.33876578928710827,0.34298265761756663,0.35017479455788647,0.000260019703714902
t_std,0.013692549784104275,0.0036809343869559567,0.007490109163673114,0.011141531091837154,0.013243709220660389,0.015877778844082334,0.02191172322725114,0.00022766256952620008
t_subj(Baseline).0,0.4011329167693249,0.012316482744275424,0.3764093057486927,0.39296041961348144,0.40196344823211166,0.40971163261765625,0.4232050469225567,0.000569976300199061
t_subj(Baseline).1,0.40059590769847514,0.011952343874520764,0.37663055821886027,0.3922918935051224,0.40116065840118775,0.40913261079542174,0.4231389844543574,0.0005510321572898471
t_subj(Baseline).2,0.3808420297867236,0.00876262121831604,0.36163865406603046,0.37553575243314397,0.3814214744934541,0.38720856218059113,0.3955828364341948,0.00036719844158263195
t_subj(Baseline).3,0.3941182287734392,0.010500879446314546,0.37319074536850116,0.38724958667251297,0.39473158587345997,0.401553809876219,0.4132354195487375,0.00048241030756950135
t_subj(Baseline).4,0.39342227304978467,0.0104773410383181,0.37099582516732355,0.38684803558898306,0.39409089803762615,0.4006320332311006,0.4119447674121103,0.0004976905405331901
t_subj(Baseline).5,0.3761643919103073,0.01129694029350473,0.3565523155843401,0.3694126057428548,0.374748174279288,0.38086589170828405,0.40236615178694624,0.00047192846676208535
t_subj(Baseline).6,0.39286048251176864,0.010991954822818638,0.3700822050434998,0.3854984679768494,0.3936802130129429,0.4008255862212706,0.41211419732628196,0.0005254464231312659
t_subj(Baseline).7,0.3815747211781275,0.008301132981848128,0.3644929964982888,0.37647930483440745,0.38218719812105695,0.3874065171697604,0.3974569582273696,0.0003480903654812213
t_subj(Baseline).8,0.3874518072075166,0.00852628418252759,0.37059007584228143,0.38195160411753376,0.38817593051003596,0.3934493772863048,0.4023345965780465,0.0003186889391261866
t_subj(Baseline).9,0.3855301145510538,0.009142350154885993,0.365229729095172,0.37991635625818837,0.3862494917209682,0.3918583501614252,0.4014636956226123,0.0003665531118963525
t_subj(PostTest).0,0.3448128169089987,0.009820868771220818,0.3250489544438263,0.33872479113771137,0.34554096479647795,0.351418810325621,0.36277145862226634,0.00037620410222985933
t_subj(PostTest).1,0.32205255862260124,0.009824326063867368,0.30498430176849245,0.3157940810327061,0.32101490359703594,0.3270838820100583,0.34369446260611997,0.00040385726947437693
t_subj(PostTest).2,0.3221785179646402,0.007480558228845065,0.30605624166575895,0.31732159654182274,0.32297627293586395,0.3273239910779624,0.33537621635675935,0.0003069776560816412
t_subj(PostTest).3,0.34612168452560915,0.009790948848000556,0.3255083039407609,0.3399264362124901,0.34687206244181035,0.3526059540760702,0.36462207573369604,0.00033328939008072045
t_subj(PostTest).4,0.3462740378384879,0.010699837571082923,0.323804166023853,0.3394344732036438,0.34658231615845975,0.35387122692610307,0.36592132744274597,0.0004131640472066184
t_subj(PostTest).5,0.34045295341839465,0.009193514758074834,0.32142663862912607,0.3348074706453071,0.3407553427724153,0.34690613891020083,0.3576818570924555,0.0003477741888906857
t_subj(PostTest).6,0.3335991951790937,0.008742938581172829,0.3142563091837027,0.32854880784320245,0.33428677012223607,0.3398052945754759,0.34821829068830695,0.00033078723091516235
t_subj(PostTest).7,0.34493892918763275,0.010035205448462777,0.3247549960412247,0.3386855282726076,0.3451697964639867,0.35182385725540544,0.3635504040830131,0.00037009855378613486
t_subj(PostTest).8,0.33672255283327646,0.00884421312987181,0.3167391211290778,0.33149297518613746,0.3373733843735265,0.34289193758059433,0.35205018331179283,0.0003146627553009262
t_subj(PostTest).9,0.3492170817853751,0.011272641973517076,0.32633695237946075,0.34201479233933096,0.3496255961520596,0.3571370581435952,0.37034861341274716,0.0004590703307962965
